ID_CLIENTE;FECHA_AFILIACIÓN;productos;BIN;BIN REC;FECHA_NACIMIENTO;MORA;CUPO;REGION;SEXO;INGRESOS;banca_cliente;comprasDía;ComprasNoche;comprasfinesdesemana;vecesenmoraultimoaño;numerodellamadasacontactoBAC;CHURN
982367;8/09/2016;1;486647;AGROINSUMOS;26/11/1995;NORMAL;2100000;ORIENTE;M;600000;PERSONAL;7;11;19;1;2;0
10506411;2/05/2017;1;486647;AGROINSUMOS;25/11/1995;NORMAL;2300000;COSTA;M;600000;AGROPECUARIO;9;11;11;3;1;0
10889374;23/01/2017;1;448185;CLASICA;25/11/1995;NORMAL;2100000;SANTANDERES;M;600000;AGROPECUARIO;2;15;16;1;1;0
2082745;12/01/2017;1;486647;AGROINSUMOS;25/11/1995;NORMAL;3900000;BOGOTA;M;600000;AGROPECUARIO;10;1;16;2;1;0
3893317;17/03/2017;1;486647;AGROINSUMOS;18/11/1995;NORMAL;2000000;SANTANDERES;M;600000;AGROPECUARIO;5;8;9;1;2;0
9091816;28/04/2016;1;448186;AGRARIA;17/11/1995;NORMAL;1300000;CAFETERA;F;600000;AGROPECUARIO;0;6;2;2;0;0
2005738;27/02/2017;2;486647;AGROINSUMOS;17/11/1995;NORMAL;3860000;ANTIOQUIA;M;600000;PERSONAL;0;13;10;2;9;1
1243659;31/01/2017;1;486647;AGROINSUMOS;17/11/1995;NORMAL;1210000;BOGOTA;F;600000;AGROPECUARIO;5;4;15;2;3;0
10133030;12/04/2016;1;486647;AGROINSUMOS;16/11/1995;NORMAL;1900000;ORIENTE;F;600000;AGROPECUARIO;2;8;3;2;1;0
10220867;28/12/2015;2;448186;AGRARIA;15/11/1995;PREJURIDICO;1400000;CAFETERA;M;600000;AGROPECUARIO;6;5;9;3;2;1
10220867;3/02/2016;1;448186;AGRARIA;15/11/1995;PREJURIDICO;1400000;CAFETERA;M;600000;AGROPECUARIO;0;1;5;2;0;0
559410;9/06/2016;1;448185;CLASICA;15/11/1995;180;600000;SUR;M;600000;AGROPECUARIO;5;14;14;0;4;0
1427202;7/03/2017;1;486647;AGROINSUMOS;14/11/1995;180;1250000;OCCIDENTE;F;600000;PERSONAL;5;9;12;2;4;1
6960533;8/02/2016;1;448186;AGRARIA;11/11/1995;NORMAL;3700000;ANTIOQUIA;F;600000;AGROPECUARIO;5;6;11;3;2;0
9763982;9/03/2016;1;448186;AGRARIA;11/11/1995;NORMAL;3600000;SUR;M;600000;AGROPECUARIO;2;5;0;3;3;1
2397975;13/12/2016;1;448186;AGRARIA;11/11/1995;NORMAL;2700000;ANTIOQUIA;M;600000;AGROPECUARIO;10;14;15;3;2;0
6625861;27/02/2017;1;486647;AGROINSUMOS;11/11/1995;180;1900000;CAFETERA;M;600000;AGROPECUARIO;6;9;19;3;0;0
7090644;10/08/2016;1;486647;AGROINSUMOS;10/11/1995;NORMAL;690000;SUR;F;600000;PERSONAL;7;10;11;0;1;0
1116677;23/01/2017;1;448185;CLASICA;9/11/1995;<90;2874000;CAFETERA;F;600000;MICROFINANZAS;2;11;4;1;2;1
804793;5/10/2016;1;448185;CLASICA;8/11/1995;NORMAL;2100000;SANTANDERES;M;600000;PERSONAL;5;0;4;2;1;0
10037261;7/12/2016;1;486647;AGROINSUMOS;7/11/1995;NORMAL;3400000;ORIENTE;M;600000;AGROPECUARIO;3;14;1;1;0;0
9705514;3/04/2017;1;448185;CLASICA;7/11/1995;NORMAL;1400000;CAFETERA;M;600000;AGROPECUARIO;6;5;1;1;2;0
533490;5/04/2017;1;448185;CLASICA;6/11/1995;NORMAL;3400000;SANTANDERES;M;600000;AGROPECUARIO;8;14;11;0;2;0
877472;21/04/2017;2;486647;AGROINSUMOS;6/11/1995;NORMAL;1100000;CAFETERA;M;600000;AGROPECUARIO;1;9;20;3;2;0
877472;23/11/2015;1;448185;CLASICA;5/11/1995;NORMAL;1100000;CAFETERA;M;600000;AGROPECUARIO;7;4;7;3;2;0
2842785;3/02/2016;2;448186;AGRARIA;5/11/1995;NORMAL;2100000;ANTIOQUIA;F;600000;PERSONAL;5;14;6;3;2;1
1719885;1/02/2016;1;448186;AGRARIA;3/11/1995;NORMAL;1500000;CAFETERA;F;600000;AGROPECUARIO;7;12;13;2;1;0
8630050;10/05/2016;1;448186;AGRARIA;2/11/1995;NORMAL;1800000;OCCIDENTE;F;600000;AGROPECUARIO;9;3;12;0;2;0
1900045;9/06/2016;2;448186;AGRARIA;2/11/1995;NORMAL;900000;BOGOTA;F;600000;AGROPECUARIO;5;6;15;2;1;0
975192;2/02/2016;1;448185;CLASICA;2/11/1995;NORMAL;1570000;CAFETERA;M;600000;PERSONAL;2;8;15;0;2;1
5456939;11/05/2017;1;448186;AGRARIA;2/11/1995;180;1175000;ANTIOQUIA;F;600000;PERSONAL;1;11;2;0;3;0
25690;3/02/2017;1;486647;AGROINSUMOS;1/11/1995;NORMAL;3600000;BOGOTA;M;600000;AGROPECUARIO;9;13;10;0;2;0
6858292;20/02/2017;1;486647;AGROINSUMOS;1/11/1995;NORMAL;1200000;COSTA;M;600000;PERSONAL;4;0;9;1;1;0
5461205;8/03/2017;1;486647;AGROINSUMOS;1/11/1995;NORMAL;1300000;CAFETERA;F;600000;AGROPECUARIO;5;11;3;1;1;0
1669503;27/03/2017;1;486647;AGROINSUMOS;1/11/1995;NORMAL;2430000;SUR;F;600000;PERSONAL;7;8;8;2;1;1
333633;15/09/2016;1;486647;AGROINSUMOS;31/10/1995;NORMAL;1600000;ANTIOQUIA;M;600000;AGROPECUARIO;0;11;1;0;3;0
616869;21/12/2016;1;486647;AGROINSUMOS;30/10/1995;<180;2100000;ANTIOQUIA;M;600000;AGROPECUARIO;3;3;11;3;1;0
3874933;12/01/2016;1;448186;AGRARIA;30/10/1995;NORMAL;3300000;ORIENTE;F;600000;AGROPECUARIO;0;3;18;2;1;0
1717015;28/02/2017;2;486647;AGROINSUMOS;29/10/1995;NORMAL;4000000;SUR;F;600000;PERSONAL;4;7;5;0;1;0
10254930;25/04/2016;1;448185;CLASICA;29/10/1995;NORMAL;1000000;OCCIDENTE;M;600000;AGROPECUARIO;10;2;11;0;5;1
5914447;7/02/2017;1;486647;AGROINSUMOS;29/10/1995;NORMAL;2100000;COSTA;M;600000;AGROPECUARIO;4;5;14;0;1;0
12732403;14/05/2015;1;486647;AGROINSUMOS;28/10/1995;NORMAL;2400000;CAFETERA;F;600000;AGROPECUARIO;1;5;0;2;2;0
1372694;10/05/2016;1;448186;AGRARIA;28/10/1995;<90;2730000;SUR;F;600000;PERSONAL;10;0;12;3;1;0
746762;16/12/2015;1;448185;CLASICA;27/10/1995;NORMAL;3000000;BOGOTA;M;600000;AGROPECUARIO;3;12;19;2;2;0
487834;29/12/2015;1;448186;AGRARIA;25/10/1995;NORMAL;1134000;OCCIDENTE;M;600000;AGROPECUARIO;8;5;16;2;2;0
1577939;6/03/2017;1;486647;AGROINSUMOS;25/10/1995;NORMAL;1400000;COSTA;F;600000;PERSONAL;5;0;14;0;2;0
8474506;28/04/2016;1;448186;AGRARIA;23/10/1995;180;2000000;ANTIOQUIA;F;600000;PERSONAL;0;13;1;3;3;0
716545;23/01/2017;1;448185;CLASICA;22/10/1995;NORMAL;1100000;OCCIDENTE;M;600000;AGROPECUARIO;6;9;18;1;1;0
362220;31/03/2017;1;486647;AGROINSUMOS;22/10/1995;NORMAL;1900000;SANTANDERES;M;600000;AGROPECUARIO;2;8;15;3;0;0
6492593;28/04/2016;1;448186;AGRARIA;20/10/1995;NORMAL;2400000;SUR;M;600000;AGROPECUARIO;9;6;13;2;2;0
10242956;22/12/2016;1;448185;CLASICA;19/10/1995;NORMAL;2000000;SANTANDERES;F;600000;AGROPECUARIO;4;15;16;3;1;0
5725308;10/05/2016;1;448186;AGRARIA;18/10/1995;180;4400000;ANTIOQUIA;M;600000;AGROPECUARIO;2;12;12;3;3;0
10519682;5/01/2017;1;486647;AGROINSUMOS;18/10/1995;NORMAL;2000000;ANTIOQUIA;F;600000;AGROPECUARIO;10;3;16;0;1;0
1054042;21/03/2017;1;486647;AGROINSUMOS;18/10/1995;NORMAL;1944000;BOGOTA;F;600000;PERSONAL;0;1;3;3;2;1
407491;23/01/2017;1;448185;CLASICA;17/10/1995;NORMAL;3200000;CAFETERA;M;600000;AGROPECUARIO;5;3;5;1;0;0
706973;4/10/2016;1;448185;CLASICA;17/10/1995;NORMAL;3400000;CAFETERA;M;600000;PERSONAL;2;0;6;0;1;0
9930854;23/01/2017;1;448185;CLASICA;17/10/1995;NORMAL;1400000;SUR;F;600000;AGROPECUARIO;7;10;19;1;0;0
637892;21/09/2015;1;448185;CLASICA;16/10/1995;PREJURIDICO;1250000;OCCIDENTE;M;600000;PERSONAL;8;0;2;3;3;0
364341;26/04/2017;1;486647;AGROINSUMOS;16/10/1995;NORMAL;2500000;COSTA;M;600000;PERSONAL;4;13;8;0;1;0
1937318;27/01/2017;1;486647;AGROINSUMOS;15/10/1995;<90;2160000;OCCIDENTE;F;600000;PERSONAL;10;15;8;2;4;0
1097414;5/12/2016;2;486647;AGROINSUMOS;14/10/1995;<90;3187000;ANTIOQUIA;F;600000;PERSONAL;3;11;8;0;1;1
9188009;15/03/2016;1;448186;AGRARIA;13/10/1995;NORMAL;3200000;OCCIDENTE;M;600000;AGROPECUARIO;0;12;11;1;2;0
7516949;28/10/2015;1;448185;CLASICA;13/10/1995;180;2000000;COSTA;M;600000;AGROPECUARIO;5;10;13;1;1;0
224482;19/11/2015;1;448185;CLASICA;12/10/1995;NORMAL;3200000;SUR;M;600000;AGROPECUARIO;8;6;5;3;1;0
3917752;8/01/2016;2;448185;CLASICA;12/10/1995;180;3270000;COSTA;M;600000;AGROPECUARIO;9;8;4;3;0;1
1966379;31/08/2016;1;486647;AGROINSUMOS;11/10/1995;180;1000000;COSTA;F;600000;AGROPECUARIO;6;0;12;1;1;0
1552663;13/02/2017;1;486647;AGROINSUMOS;10/10/1995;NORMAL;2100000;CAFETERA;F;600000;PERSONAL;9;2;5;2;1;0
2578427;27/09/2016;1;486647;AGROINSUMOS;10/10/1995;NORMAL;2620000;SUR;M;600000;AGROPECUARIO;3;4;0;3;3;0
10165782;27/12/2016;1;486647;AGROINSUMOS;10/10/1995;180;900000;COSTA;M;600000;AGROPECUARIO;1;10;6;2;0;0
10263348;13/02/2017;1;486647;AGROINSUMOS;10/10/1995;NORMAL;3700000;SUR;M;600000;AGROPECUARIO;6;3;9;1;3;0
416444;25/11/2015;2;448186;AGRARIA;8/10/1995;NORMAL;2800000;CAFETERA;M;600000;PERSONAL;9;12;16;0;0;1
1770052;23/11/2015;1;448186;AGRARIA;7/10/1995;NORMAL;1500000;SUR;F;600000;PERSONAL;2;8;2;2;4;0
426340;28/04/2016;1;448186;AGRARIA;6/10/1995;NORMAL;2500000;CAFETERA;M;600000;AGROPECUARIO;5;5;17;3;1;0
288419;25/01/2017;1;486647;AGROINSUMOS;6/10/1995;NORMAL;600000;BOGOTA;M;600000;AGROPECUARIO;10;14;8;2;0;1
5551084;6/12/2016;1;448186;AGRARIA;6/10/1995;NORMAL;3800000;SANTANDERES;F;600000;PERSONAL;5;7;2;1;0;0
1542123;14/03/2017;1;486647;AGROINSUMOS;6/10/1995;<90;3700000;OCCIDENTE;F;600000;PERSONAL;0;13;19;2;0;0
10003793;4/10/2016;1;448185;CLASICA;5/10/1995;NORMAL;2300000;OCCIDENTE;M;600000;AGROPECUARIO;9;10;7;0;3;0
1524018;20/10/2016;1;486647;AGROINSUMOS;3/10/1995;NORMAL;1200000;SUR;F;600000;AGROPECUARIO;7;9;17;3;2;0
1728570;2/02/2017;1;486647;AGROINSUMOS;3/10/1995;NORMAL;1140000;COSTA;F;600000;PERSONAL;10;5;16;2;1;0
6368341;10/05/2016;1;448186;AGRARIA;1/10/1995;NORMAL;2500000;BOGOTA;M;600000;AGROPECUARIO;5;1;11;1;0;0
972873;14/02/2017;1;486647;AGROINSUMOS;30/09/1995;NORMAL;3860000;BOGOTA;M;600000;AGROPECUARIO;3;1;0;0;0;0
10077017;24/08/2016;1;486647;AGROINSUMOS;28/09/1995;NORMAL;2900000;SUR;M;600000;MICROFINANZAS;7;7;6;2;1;0
11073075;29/12/2015;1;448186;AGRARIA;27/09/1995;NORMAL;1200000;ANTIOQUIA;M;600000;MICROFINANZAS;0;14;13;0;0;0
11839654;16/02/2015;1;486647;AGROINSUMOS;25/09/1995;NORMAL;1800000;SUR;F;600000;MICROFINANZAS;6;14;8;0;0;0
1351968;9/03/2017;1;486647;AGROINSUMOS;25/09/1995;180;1200000;ANTIOQUIA;F;600000;PERSONAL;3;4;5;1;1;0
9785901;22/10/2015;1;448186;AGRARIA;21/09/1995;NORMAL;3100000;ORIENTE;M;600000;AGROPECUARIO;6;10;5;2;3;0
1667499;22/03/2017;1;486647;AGROINSUMOS;21/09/1995;NORMAL;3630000;SUR;F;600000;PERSONAL;5;12;5;2;0;0
524476;26/04/2017;1;486647;AGROINSUMOS;21/09/1995;NORMAL;3800000;BOGOTA;M;600000;AGROPECUARIO;4;1;18;0;1;0
11394923;18/11/2016;1;486647;AGROINSUMOS;20/09/1995;<90;1500000;BOGOTA;M;600000;AGROPECUARIO;7;14;1;3;0;0
971755;15/02/2017;1;486647;AGROINSUMOS;20/09/1995;NORMAL;2100000;ORIENTE;M;600000;PERSONAL;9;6;19;2;3;1
1018815;22/12/2016;1;448185;CLASICA;19/09/1995;NORMAL;1950000;BOGOTA;F;600000;PERSONAL;3;6;3;2;2;0
7541706;23/08/2016;1;486647;AGROINSUMOS;19/09/1995;NORMAL;1300000;SANTANDERES;F;600000;AGROPECUARIO;3;12;7;0;1;0
9798175;8/02/2016;1;448186;AGRARIA;18/09/1995;<180;2300000;SANTANDERES;F;600000;PERSONAL;7;4;12;2;3;0
582938;15/11/2016;1;448185;CLASICA;18/09/1995;NORMAL;1500000;OCCIDENTE;M;600000;PERSONAL;5;4;5;2;3;0
3833635;8/11/2016;1;486647;AGROINSUMOS;18/09/1995;NORMAL;1600000;ORIENTE;M;600000;AGROPECUARIO;4;5;13;0;1;0
9698719;23/12/2015;1;448185;CLASICA;17/09/1995;NORMAL;4700000;CAFETERA;M;600000;AGROPECUARIO;0;10;19;1;5;1
1147710;24/04/2017;1;486647;AGROINSUMOS;17/09/1995;NORMAL;3000000;COSTA;F;600000;PERSONAL;6;0;3;2;0;0
2302956;14/07/2014;1;486647;AGROINSUMOS;15/09/1995;<90;4900000;BOGOTA;M;600000;AGROPECUARIO;10;0;20;1;2;0
426036;27/10/2015;1;448186;AGRARIA;15/09/1995;NORMAL;1000000;CAFETERA;M;600000;AGROPECUARIO;10;7;19;3;1;0
1427174;5/04/2017;1;486647;AGROINSUMOS;15/09/1995;NORMAL;2290000;OCCIDENTE;F;600000;AGROPECUARIO;0;12;20;3;1;0
842345;15/11/2016;1;486647;AGROINSUMOS;15/09/1995;NORMAL;3700000;SUR;M;600000;AGROPECUARIO;5;2;4;2;3;0
364508;23/01/2017;1;448185;CLASICA;13/09/1995;NORMAL;500000;COSTA;M;600000;PERSONAL;8;6;0;2;1;0
818368;24/02/2017;1;448186;AGRARIA;13/09/1995;NORMAL;1300000;SANTANDERES;M;600000;AGROPECUARIO;3;1;8;2;2;0
701089;29/12/2016;1;486647;AGROINSUMOS;12/09/1995;NORMAL;10000000;CAFETERA;M;600000;PERSONAL;3;13;4;1;2;0
9576692;5/04/2017;1;486647;AGROINSUMOS;12/09/1995;NORMAL;1300000;CAFETERA;F;600000;PERSONAL;1;1;2;3;0;0
1393949;27/12/2016;1;486647;AGROINSUMOS;11/09/1995;NORMAL;11600000;BOGOTA;F;600000;PERSONAL;3;8;6;1;1;0
2757368;29/09/2015;1;486647;AGROINSUMOS;10/09/1995;NORMAL;1314000;COSTA;F;600000;PERSONAL;0;4;9;2;0;0
425982;10/04/2017;1;486647;AGROINSUMOS;10/09/1995;180;1800000;CAFETERA;M;600000;AGROPECUARIO;10;13;4;2;1;0
551640;4/10/2016;1;448186;AGRARIA;9/09/1995;NORMAL;1175000;SUR;M;600000;AGROPECUARIO;7;3;14;2;2;0
2454379;23/01/2017;1;486647;AGROINSUMOS;7/09/1995;NORMAL;800000;SANTANDERES;M;600000;AGROPECUARIO;9;2;16;1;0;0
6019149;25/11/2015;1;448186;AGRARIA;6/09/1995;NORMAL;2178000;SUR;F;600000;AGROPECUARIO;2;11;5;0;3;0
426009;10/05/2016;1;448186;AGRARIA;6/09/1995;PREJURIDICO;1500000;CAFETERA;M;600000;PERSONAL;9;10;18;1;1;0
1506610;28/04/2016;1;448186;AGRARIA;5/09/1995;NORMAL;760000;SUR;F;600000;PERSONAL;9;15;12;2;1;0
633565;12/10/2016;1;486647;AGROINSUMOS;4/09/1995;<90;2600000;COSTA;M;600000;PERSONAL;2;10;18;1;0;0
881440;12/10/2016;1;486647;AGROINSUMOS;3/09/1995;NORMAL;1400000;OCCIDENTE;M;600000;AGROPECUARIO;1;1;8;1;1;0
10337522;25/11/2015;1;448186;AGRARIA;3/09/1995;180;1188000;OCCIDENTE;F;600000;PERSONAL;6;10;1;0;0;0
526499;3/04/2017;2;486647;AGROINSUMOS;3/09/1995;NORMAL;1200000;SANTANDERES;M;600000;AGROPECUARIO;6;14;18;1;1;1
12252165;14/12/2016;1;486647;AGROINSUMOS;2/09/1995;NORMAL;1400000;ANTIOQUIA;M;600000;PERSONAL;7;9;17;0;1;0
9795360;10/05/2016;1;448186;AGRARIA;1/09/1995;NORMAL;1800000;SANTANDERES;M;600000;AGROPECUARIO;3;14;18;2;3;0
1734957;26/09/2016;1;486647;AGROINSUMOS;1/09/1995;NORMAL;1250000;ANTIOQUIA;F;600000;PERSONAL;7;5;15;3;1;0
8307260;20/04/2015;1;448186;AGRARIA;31/08/1995;<90;2900000;ANTIOQUIA;M;600000;AGROPECUARIO;1;2;2;0;3;0
402048;15/11/2016;1;486647;AGROINSUMOS;30/08/1995;PREJURIDICO;4644000;BOGOTA;M;600000;PERSONAL;4;8;6;3;1;0
1153115;8/05/2017;1;486647;AGROINSUMOS;30/08/1995;NORMAL;2100000;COSTA;F;600000;PERSONAL;4;9;14;3;3;0
571270;5/10/2016;1;448185;CLASICA;30/08/1995;180;1992000;OCCIDENTE;M;600000;PERSONAL;5;0;20;2;1;0
1781321;15/05/2017;1;486647;AGROINSUMOS;30/08/1995;NORMAL;1000000;SUR;F;600000;AGROPECUARIO;2;0;20;0;3;0
346408;15/03/2017;1;486647;AGROINSUMOS;28/08/1995;<90;3800000;ANTIOQUIA;M;600000;PERSONAL;7;7;5;0;1;0
2411389;18/04/2017;1;486647;AGROINSUMOS;28/08/1995;NORMAL;3200000;CAFETERA;F;600000;AGROPECUARIO;9;11;20;2;2;0
9301309;5/10/2015;1;448186;AGRARIA;27/08/1995;NORMAL;1200000;OCCIDENTE;F;600000;PERSONAL;6;15;20;3;1;0
5722550;16/03/2017;1;486647;AGROINSUMOS;26/08/1995;NORMAL;1300000;ANTIOQUIA;M;600000;AGROPECUARIO;9;7;18;1;4;0
660706;16/09/2016;1;486647;AGROINSUMOS;26/08/1995;NORMAL;540000;ANTIOQUIA;M;600000;PERSONAL;0;7;4;0;3;0
10237263;6/12/2016;1;486647;AGROINSUMOS;26/08/1995;NORMAL;2400000;COSTA;F;600000;AGROPECUARIO;6;0;7;2;6;0
678824;10/04/2017;1;486647;AGROINSUMOS;26/08/1995;NORMAL;4749000;COSTA;M;600000;AGROPECUARIO;9;3;11;3;1;0
5050467;8/02/2016;1;448186;AGRARIA;25/08/1995;NORMAL;1460000;BOGOTA;F;600000;AGROPECUARIO;2;8;6;1;1;0
870486;23/01/2017;1;448185;CLASICA;25/08/1995;NORMAL;800000;CAFETERA;M;600000;AGROPECUARIO;3;2;11;2;0;0
801264;4/03/2016;1;486647;AGROINSUMOS;25/08/1995;<90;1010000;SANTANDERES;M;600000;PERSONAL;1;15;14;0;0;0
9955337;15/11/2016;1;448187;GOLD;25/08/1995;180;882000;COSTA;M;600000;PERSONAL;8;11;12;0;0;0
2912181;24/02/2017;1;486647;AGROINSUMOS;25/08/1995;NORMAL;2000000;ANTIOQUIA;M;600000;AGROPECUARIO;5;12;9;0;0;0
841649;22/02/2017;1;486647;AGROINSUMOS;25/08/1995;NORMAL;2800000;OCCIDENTE;M;600000;AGROPECUARIO;7;15;10;2;0;0
8324957;9/03/2016;1;448185;CLASICA;24/08/1995;NORMAL;3200000;SANTANDERES;M;600000;AGROPECUARIO;1;9;18;2;1;0
427435;1/04/2016;1;486647;AGROINSUMOS;24/08/1995;180;3300000;SUR;M;600000;AGROPECUARIO;9;0;1;1;1;0
9786128;12/12/2016;1;486647;AGROINSUMOS;24/08/1995;NORMAL;2500000;CAFETERA;M;600000;AGROPECUARIO;1;0;20;0;3;0
1605257;23/01/2017;1;480258;EMPRESARIAL;22/08/1995;NORMAL;3870000;ANTIOQUIA;F;600000;PERSONAL;9;12;9;1;1;0
5074453;10/04/2015;1;448186;AGRARIA;22/08/1995;NORMAL;2900000;OCCIDENTE;F;600000;AGROPECUARIO;0;7;0;3;1;0
11751465;6/11/2015;1;448186;AGRARIA;21/08/1995;NORMAL;1200000;BOGOTA;M;600000;MICROFINANZAS;2;0;17;3;3;0
1114975;22/10/2015;2;486647;AGROINSUMOS;21/08/1995;NORMAL;3700000;ANTIOQUIA;F;600000;PERSONAL;7;7;2;3;2;0
5087448;23/01/2017;1;448185;CLASICA;21/08/1995;NORMAL;2500000;BOGOTA;M;600000;PERSONAL;3;6;1;2;2;0
2603970;1/02/2016;1;448186;AGRARIA;21/08/1995;NORMAL;1200000;OCCIDENTE;M;600000;AGROPECUARIO;1;11;7;2;3;0
1509927;26/01/2017;1;486647;AGROINSUMOS;21/08/1995;NORMAL;930000;SUR;F;600000;PERSONAL;7;1;5;3;4;0
5586817;24/04/2017;1;486647;AGROINSUMOS;20/08/1995;NORMAL;2541000;COSTA;M;600000;AGROPECUARIO;6;5;17;1;2;0
7016399;29/03/2017;1;486647;AGROINSUMOS;20/08/1995;NORMAL;3500000;ANTIOQUIA;M;600000;AGROPECUARIO;10;12;9;3;2;0
6768395;26/10/2016;2;486647;AGROINSUMOS;20/08/1995;NORMAL;3400000;ORIENTE;F;600000;AGROPECUARIO;4;4;11;3;1;1
347253;20/10/2015;2;448186;AGRARIA;19/08/1995;NORMAL;2000000;ANTIOQUIA;M;600000;AGROPECUARIO;0;7;18;1;2;0
1086843;15/03/2016;1;448186;AGRARIA;19/08/1995;NORMAL;2000000;ANTIOQUIA;F;600000;AGROPECUARIO;9;15;5;3;1;0
6885632;25/11/2015;1;448186;AGRARIA;18/08/1995;NORMAL;600000;CAFETERA;F;600000;AGROPECUARIO;1;4;3;0;1;0
11239652;28/12/2016;1;486647;AGROINSUMOS;18/08/1995;NORMAL;1200000;COSTA;M;600000;AGROPECUARIO;7;11;3;0;2;0
1553861;14/09/2015;1;448186;AGRARIA;17/08/1995;NORMAL;2500000;OCCIDENTE;F;600000;PERSONAL;6;12;6;2;0;0
10047060;10/11/2016;1;448185;CLASICA;17/08/1995;NORMAL;2500000;ANTIOQUIA;M;600000;PERSONAL;10;15;11;3;6;1
8658038;30/09/2016;1;486647;AGROINSUMOS;17/08/1995;NORMAL;2200000;OCCIDENTE;M;600000;AGROPECUARIO;3;10;16;1;1;0
353025;18/04/2017;1;486647;AGROINSUMOS;17/08/1995;NORMAL;1220000;COSTA;M;600000;PERSONAL;2;9;5;0;3;0
6192590;19/10/2015;1;448186;AGRARIA;14/08/1995;NORMAL;2200000;CAFETERA;M;600000;AGROPECUARIO;9;12;0;0;1;0
640542;29/10/2015;1;448186;AGRARIA;14/08/1995;180;1500000;COSTA;M;600000;AGROPECUARIO;4;11;8;0;2;0
1536574;24/02/2017;1;448185;CLASICA;13/08/1995;NORMAL;3950000;CAFETERA;F;600000;PERSONAL;5;3;11;0;1;0
688542;25/04/2016;1;448186;AGRARIA;12/08/1995;180;1100000;ORIENTE;M;600000;PERSONAL;2;11;10;3;1;0
699798;25/11/2015;1;448185;CLASICA;12/08/1995;NORMAL;2500000;CAFETERA;M;600000;AGROPECUARIO;5;3;16;3;2;0
3983129;10/02/2017;1;486647;AGROINSUMOS;12/08/1995;NORMAL;600000;BOGOTA;M;600000;AGROPECUARIO;2;0;19;2;0;0
357838;20/02/2017;1;486647;AGROINSUMOS;12/08/1995;PREJURIDICO;1210000;COSTA;M;600000;PERSONAL;0;11;15;2;2;0
5692642;5/10/2016;1;448186;AGRARIA;11/08/1995;NORMAL;1500000;SUR;M;600000;MICROFINANZAS;5;2;1;2;2;0
1337065;25/11/2015;1;448186;AGRARIA;11/08/1995;NORMAL;2010000;ANTIOQUIA;F;600000;PERSONAL;4;14;4;0;2;0
8010248;10/05/2016;2;448186;AGRARIA;11/08/1995;NORMAL;3400000;ORIENTE;M;600000;AGROPECUARIO;10;9;17;1;3;0
231944;16/11/2016;1;448186;AGRARIA;10/08/1995;NORMAL;1000000;CAFETERA;M;600000;AGROPECUARIO;7;6;16;2;5;1
1550728;20/10/2016;2;486647;AGROINSUMOS;10/08/1995;NORMAL;1250000;CAFETERA;F;600000;AGROPECUARIO;0;0;15;0;2;1
5960130;28/04/2016;1;448186;AGRARIA;9/08/1995;NORMAL;1200000;SUR;M;600000;AGROPECUARIO;0;1;11;3;1;0
1268839;15/12/2016;1;486647;AGROINSUMOS;7/08/1995;NORMAL;1200000;CAFETERA;F;600000;AGROPECUARIO;9;1;10;0;0;0
2340851;10/02/2017;1;448185;CLASICA;6/08/1995;NORMAL;2300000;ANTIOQUIA;F;600000;AGROPECUARIO;6;4;12;1;5;0
827358;3/03/2017;1;486647;AGROINSUMOS;5/08/1995;NORMAL;2400000;SUR;M;600000;PERSONAL;9;12;3;0;1;0
431046;16/09/2015;1;448185;CLASICA;4/08/1995;NORMAL;2500000;CAFETERA;M;600000;AGROPECUARIO;10;1;0;2;1;0
3534864;23/02/2017;1;486647;AGROINSUMOS;4/08/1995;NORMAL;1800000;CAFETERA;M;600000;AGROPECUARIO;1;5;6;1;1;0
426817;17/06/2016;1;448186;AGRARIA;3/08/1995;NORMAL;1000000;ORIENTE;M;600000;AGROPECUARIO;2;12;4;2;1;0
8338087;19/10/2015;2;448186;AGRARIA;3/08/1995;NORMAL;2100000;SANTANDERES;M;600000;AGROPECUARIO;4;15;15;0;1;0
6332724;23/11/2015;1;448186;AGRARIA;2/08/1995;NORMAL;2100000;OCCIDENTE;F;600000;AGROPECUARIO;1;15;3;3;3;0
10254793;24/09/2015;1;486647;AGROINSUMOS;2/08/1995;NORMAL;3100000;CAFETERA;M;600000;AGROPECUARIO;5;2;1;1;0;0
6031224;1/02/2016;1;448186;AGRARIA;1/08/1995;NORMAL;1200000;COSTA;F;600000;PERSONAL;4;2;4;1;3;0
604786;25/04/2017;1;448185;CLASICA;1/08/1995;NORMAL;1000000;ORIENTE;M;600000;PERSONAL;2;9;16;3;2;0
10522958;23/09/2016;1;486647;AGROINSUMOS;1/08/1995;NORMAL;1900000;CAFETERA;M;600000;AGROPECUARIO;3;6;16;3;1;0
5967794;26/12/2016;1;486647;AGROINSUMOS;1/08/1995;NORMAL;1175000;COSTA;F;600000;PERSONAL;2;13;3;2;2;0
534426;22/03/2017;1;486647;AGROINSUMOS;1/08/1995;NORMAL;1000000;SANTANDERES;M;600000;AGROPECUARIO;3;15;8;2;1;0
294039;9/03/2017;1;486647;AGROINSUMOS;1/08/1995;NORMAL;3900000;BOGOTA;M;600000;AGROPECUARIO;6;0;17;1;2;0
194696;10/04/2017;1;486647;AGROINSUMOS;1/08/1995;NORMAL;2100000;SANTANDERES;M;600000;AGROPECUARIO;4;1;11;1;1;0
